Class	Text
1	I guess NBC does not like to hear the truth. #SemST
0	.@nbc ends relationship with @realDonaldTrump over his disgusting derogatory remarks. This man ha no place in the White House. #SemST
0	@realDonaldTrump is such an idiot. He's risking way to much for something he'll never get. #SemST
0	So, Donald gets fired, but reverend Al is still employed. Both are idiots. Makes zero sense, #NBC #SemST
0	Props to @nbc, they are connected to Telemundo. Even more impressive they dumped Trump after Univision squabble. #DumpTrump #SemST
0	I suddenly find myself liking @nbc a whole lot more than ever before.forPresidentoftheClubofIdiots #SemST
0	@politico is there anybody more sue happy than this fool? #trump #lawsuitabuse #SemST
1	@realDonaldTrump he is a real leader and deserves to be President. #SemST
0	Donald Trump: proof positive that Gigantism is the last stage before extinction. #MissUSA #SemST
1	Kudos to Donald Trump for telling off NBC. The media HATES the GOP'S & will do ANYTHING to destroy them. #NBC #mediaatfault #SemST
1	One of the key problems today is that politics is such a disgrace, good people don't go into government. - @realDonaldTrump #SemST
0	Really #DonaldTrump, all Mexican people are rapists, but you assume SOME are good people... #IdiotNation #facepalm #SemST
1	The Left fear Donald Trump, BIG TIME! @realDonaldTrump #SemST
0	Go back to focusing on brainless beauties... Oh wait you can't cuz you've been fired #NBC #youlose #sorrynotsorry #SemST
0	Donald Trump gets the boot from #NBC for calling immigrants rapists and murderers. Hey Donnie, where's your wife from again? #SemST
0	Donald Trump needs to stop embarrassing himself. Racist assholes.... #SemST
1	@MarioLopezExtra @nbc fires Trump, but maintains strong ties with @BWilliams @TheRevAl #LAUGHABLE #JOKE #LIARS #NBC GO #SemST
0	Hey @MayorGregor thanks for letting a racist bigot build a giant tower with his name on it downtown. Real proud of ya. #SemST
0	@realDonaldTrump I am sorry Mexico sends people like Dylan Roof, Mitchelle Blair and David Sweat to the USA. #enemywithin #SemST
0	Donald Trump is in dire need of a crisis communicator. PR folks, please give him your two cents. #SorryNotSorry #SemST
1	Donald Trump is the man lets get this man in the White House!!! #SemST
1	i want donald trump to win the presidency so bad. he cant be bought out like all the others. and he sticks to his convictions #SemST
0	Holy shit ,the @realDonaldTrump is one looney mother fucker. He'll never make it to the first debate #sideshow #SemST
0	. @SenatorKitchen @nbc how deeply offensive such comments are not only to Mexican-Americans, but Latino Americans in general. #SemST
1	Mr. @realDonaldTrump I appreciate you standing your ground as you've done. I can say I've never felt better about voting. #SemST
0	@realDonaldTrump Really? The perfect definition of ignorance... The perfect example of someone who does not know reality... #SemST
0	I'm sure the white Euro people who moved to America when the land belonged to Native Americans were not good people either, #SemST
0	He doesn't care & would have to give up TV gigs anyway to run... loves attention & controversy #SemST
1	@realDonaldTrump what NBC actually stands for....Nothing But Crap. #BoycottNBC #SemST
0	@NBCUniversal maybe you could have a reality show trying to find a new host of celebrity apprentice #YoureFired #SemST
1	IF Trump could build the WALL it would provide jobs & also B a tourist attraction & pay 4 itself LEGALS arent the ones offended! #SemST
0	@realDonaldTrump You're FIRED! Now get out of here! Go! #SemST
0	Donald Trump is gonna end up like Hitler #SemST
0	@realDonaldTrump just so you know White people have more of a "Rapist" title, than Hispanics. #NotBeingRasist #DoResearch #SemST
1	@ChristieC733 YES DONALD U R 100% CORRECT' as long as u stay the coruse and don't pander to GOP U GOT MY VOTE #SemST
0	America: Isn't it time we ignored Donald Trump? He's not a serious person. @NYPD should revoke his gun permit. #Immigration #NBC #SemST
0	These noodles on my head are so hard to comb! #SemST
0	@realDonaldTrump is not a pilitical puppet. Maybe a piata, but definitely not a puppet. #SemST
0	Donald Trump is Biff in the alternate universe 1985 in Back to the Future 2. #biff #BackToTheFuture #SemST
0	Tuesday AM #TrumpDump on horizon. I can see Chris Christie being victim. NBC for sure. Anyone else? #TellingItLikeItIs #SemST
0	@kupajo33 @ChrisChristie we don't need him! #SemST
0	Without mexicans illegal or legal US shuts down,Your people will never be able to keep up with our hard workers. #WeAreMexico #SemST
0	Not an American but I'll def be following the circus of the 2016 presidential running unfold. #Christie2016 #SemST
0	Notice @realDonaldTrump not saying anything on #CarlosSlim . Not so rich or tough now, huh? Yeah, forgot he's #Mexican huh #SemST
0	Hutch_USA Follow ===> sarah_brannick <=== if you want to #FreeAmir #FreeAmirNow #PJNET #SemST
0	Freedom of speech? Yeah right. You are only allowed to say what you want if it lines up with the liberal agenda. Wake up people #SemST
0	@mdsbarry ILLEGAL ALIENS come to US collect welfare and social security, its time to #MakeAmericaGreatAgain SECURE OUR BORDERS #SemST
0	If you think it's fine American car companies send jobs to Mexico while we pay for their welfare you must hate @realDonaldTrump #SemST
0	@Dahat8 @Stonewall_77 The HATE within America is stronger NOW than I remember since 1969? Can't go backwards to such division #SemST
0	Think u can say anything without repercussion? Ask Mel Gibson how that's working out for him u racist elitist piece of shit! #SemST
0	#BREAKING: Greece is now in arrears to the International Monetary Fund on a payment of almost 1.6 billion | Coming To America #SemST
0	It's funny when politics seem like farce. Not so funny when politics becomes farce. #SemST
0	@QuiltingMuriel But I do agree about the excess speechifying and posturing and general nonsense. Hello #SemST
0	OMG! .@KirstenPowers Practically states Whites are more racist than Blacks because Whites are oppressing Blacks. WHERE? WTF? #SemST
0	What's @realDonaldTrump wife's Twitter handle? I need to ask her if his balls are made of brass...I'm certain they are. #NoHomo #SemST
0	#KellyFile remember the days when we believed #SCOTUS would follow the #constitution well they gone #SemST
0	@ChrisleyChase think your adorable. Remind me of my nephew. Stay young. The new comb over you're sporting is aging you. #SemST
0	Miss USA host De la Fuente quits pageant and call @realDonaldTrump ignorant and a clown... #SemST
0	@CNNPolitics @CNN if you spent as much time covering Bernie Sanders as you do Trump, Sanders would be ahead in every poll. #SemST
0	Remember that story about a charismatic businessman who will lie to get into power from an obscure position? #Revelation #SemST
0	@realDonaldTrump suing Univision & NBC because they cut you off. UGH great political move, because we need a greedy President! #SemST
0	Cancel your Netflix subscription and donate to @realDonaldTrump's campaign for entertainment #Trump #SemST
0	Me: "That asshole with the toupee was talking again and it was stressing me out" Dad: "Who?" Mom: "Donald Trump #SemST
0	Donald Trump....you're fired, fired, & fired again! #SemST
0	@divadoll123 @LANURSE1 @ShaninZT u can't go back.Only way people r going to wake up is when the free checks stop coming!#TCOT #SemST
0	Just watched @realDonaldTrump speech. How embarrassing for his family! Like that's a really bad dad moment #SemST
0	@johnkerry @statedept Nude pic of you and Brian Williams on your desk! MY EYES MY EYES #SemST
0	Gotta love everyone disliking @realDonaldTrump because he actually makes sense, and may even bring the country back to normal #SemST
0	John O'Donnell, former president of Trump Plaza Hotel & Casino ... @realDonaldTrump said "laziness is a trait in blacks. #SemST
0	I feel dumb that I am so broke and Donald Trump is a billionaire. #SemST
0	There is still more to be done to make this country strong, powerful and great again. #TrumpCarson2016 #SemST
0	@Crypt1cality @ChrisCuomo Illegal aliens are destroying America and raping our women! #SemST
0	The #Obama Presidency: Has There Ever a Point in Time When He HASN'T Been Lying to #WeThePeople? RE: The "Liar-in-Chief #SemST
0	I just cancelled my reservation at the Trump hotel in Las Vegas. I hope like minded people intolerant of bigots do the same #SemST
0	Why are free market conservatives behind a multiple bankruptcy candidate who wears makeup. Gives us real conservatives a bad name #SemST
0	@mmfa water seeks its own level. In the case of @realDonaldTrump and @oreillyfactor, it's sewer water. #FoxNews #Trump #SemST
0	@realDonaldTrump I know you are the best candidate. You are the only one who can #MakeAmericaGreatAgain #RestoreOurRepublic #SemST
0	of the many @realDonaldTrump racist comments, this one takes the prize! "Laziness is a trait in blacks." #SemST
0	It's not a good week for #SemST
0	RT @BlissTabitha "Never quite works out that way huh? #GlobalWarming HOAX #MediaMalpractice #SemST
0	Left-wing media trying to silence @realDonaldTrump? HAHAHA Keep trying! Trump is NOT a career politician & he won't be bought! #SemST
0	#macys "We have no tolerance for discrimination in any form," I thought the left preached tolerance. Not discrimination but truth #SemST
0	Macy's to stop selling Trump merch. I guess he'll sue them next. #SemST
0	Only good thing about Trump's presidential run is that by the end of it he will be a billion or 2 short #SemST
0	I love how everyone thinks canceling @realDonaldTrump's ventures will do anything but hurt themselves. This man has my vote! #SemST
0	Comments by @realDonaldTrump were hateful & disgusting. Everyone should sever their ties with him. Thanks @Macys @Univision @nbc #SemST
0	@people @KimKardashian I dont even have to read this 2 know who she would want 4 the next president. #Killary #SemST
0	@gbennettpost @jamiedupree No #asstards! America is dumping you! Trump's gonna put your dicks in the dirt! #SemST
0	@Lrihendry your just as ignorant as #SemST
0	Thank you @Macys! You are and will continue to be my favorite store! Bye bye #DoucheBag #SemST
0	hey @Macys a whole bunch of us are going to sever ties with you. #Macys #SemST
0	So I'm guessing there won't be a #SlovenianFirstLady in #TheWhiteHouse! #SemST
0	@Ehsan_Kassim It's time we make the Housewares department great again #SemST
0	@JudgeMbro Thank you for RT and FAV, judge!!! #USA #OhHillNo #Cuba #TodosMarchamos #Venezuela #SemST
0	@realDonaldTrump U gonna take this? I hope not! Bullshit from #Univision #NBCUniversal and #Macys. "Magic of Macy's" my ass #SemST
0	We get all the bad #Mexicans...minus the ones whose labor built your empire, of course. #TrumpedFacts #Delusional #GTFOH #SemST
0	Did anyone cut ties with Senator Lindsey Graham when he called all Iranians liars? NO. #SemST
0	I would vote for @realDonaldTrump if he had a hilariously oversized head, I'm talking 2x size of his body #SemST
0	DID YOU KNOW that the U.S Constitution is now under full pledge attack by the Obama tyrant administration? #WethePeople #SemST
0	The more I read how NBC and Macy's are cutting ties with @realDonaldTrump the more I'm convinced he should be president. #SemST
0	Following his recent comments about immigrants, do you think Donald Trump's business interests will suffer? #Trump #SemST
0	@TPM @realDonaldTrump this is what happens when you open your big mouth. You're out of luck for 2016 at this rate. #Univision #SemST
0	Hey at @realDonaldTrump I'll vote for you if you adopt me! #SemST
0	Fuck Macy's. Fuck your July 4th Fireworks. Fuck your Thanksgiving Parade. Fuck NBC. Fuck Univision. Fuck Mexico. Fuck all of you. #SemST
0	And this dude wants to be potus #FOH #SemST
0	I hope every Billionaire learned their lesson bout talking sh%t about Mexicans! Do it in your golf clubs NOT on TV! #SemST
0	@realDonaldTrump Canada supports you! Please stop the ILLEGALS at your boarder before they get to ours. #SemST
0	Goodbye Macy's, nbc,univision. Illegals are raping&murdering thx to Obama. Trump is right. #SemST
0	@WashTimes @billpostmus #CONGRESS approve this already! Let President veto, then overturn his veto. #SemST
0	@hamltonb026 that's the last thing I'm doing. I'm suggesting that liberals are the reason it is the issue it is today #SemST
0	#ProgressiveCommandment:Criminals need short sentences & cushy jails in order to rehabilitate them!#tcot @ericbolling #Greta #SemST
0	Trump got the smarts to win the hearts #SemST
0	It's truly amazing just how many people Donald Trump is making complete & utter fools of. Gotta love it :) #MurderersAndRapists #SemST
0	OBAMA LISTENING TO RAP "MUSIC" IN THE WHITE HOUSE IS A DISGRACE. YOU CAN'T SPELL CRAP WITHOUT RAP. #tcot #NoBama #SemST
0	crazy-speak & how often/many times it's repeated are NOT mutually exclusive; c'mon chris; don't YOU be lazy, too... @chrislhayes #SemST
0	@TPM Forget #AnnCoulter. Faux's #Hannity & #KellyFile have an endless supply of ignorant #GOP summer interns. #RWNJ #tcot #SemST
0	@JoeHNewYork @maggiebeauchamp @DLoesch This country is upside down.. #SemST
0	@PoliticalLaughs Meanwhile, derelicts, deviants, and bedlam thrive under Obama. #SemST
0	#FELLOW TEXANS WHO SHOP FIRE @MACY'S AND SHOP #DILLARD'S! #SemST
0	Radical Islam is still a threat to the Western World!!!! #awareness #PATRIOT #UnitedWeStand #SemST
0	Well, someone's doing the raping. I get combed and gooped up so much, Donald's the one doing the raping. He never understands. #SemST
0	Just so its not lost, today ISIS executed 74 children. To make it worse, our President was tweeting about basketball. #SemST
0	I wrote 'The Art of the Deal,' the number one best selling business book of all time, at least I think #SemST
0	Finally a highly intelligent, economically competent contender for The President. TRUMP #Trump #realdonaldtrump #SemST
0	I'm voting for Donald Trump ! #SemST
0	We need someine to bring this country back to life! @realDonaldTrump resuscitate America! #SemST
0	@realDonaldTrump Is the only one that says the truth straight up. No spin, and he constantly stands up for what he believes! #SemST
0	Spine, I would like for you to meet the Republican Party. #SemST
0	Jeb Bush Why Don't U Stand Up For Yr Mexican Family & Denounce Trump. Have You No Pride or Balls? #DumpTrump #BoycottTrump #SemST
0	@kesgardner @MikeHansen613 WTF?????? The true face of #Racism & it is UGLY both inside & out #SemST
0	@CNNPolitics @Eugene_Scott Careful Donald. Don't get carried away. #SemST
0	Trump, the best thing to happen to the Republican Party or should I say the Democratic Party. #keeptalking #SemST
0	RT brutaltruth2682: Radical Islam is still a threat to the Western World!!!! #awareness #PATRIOT #UnitedWeStand #SemST
0	delusional - adjective 1. having false or unrealistic beliefs or opinions 2. Donald Trump #presidentialelection2016 #SemST
0	ENOUGH. 4FAR 2LONG 2% of pop. has dictated 2the 98% due 2fear by PCpolice/afraid 2b called a bigot/racist. NO MORE! #ccot #SemST
0	Maybe if more patriots raised a fuss and did what the gays and other minority groups do we'd get this country back #SemST
0	@Macys not selling Trump because he voices his opinion.. What happy to freedom of speech.. I'll never shop at @Macys again.. #SemST
0	Honestly though @Macys you dumped Trump so now I'm dumping you. And I shop at your store A LOT. NOT ANYMORE BYE #SemST
0	a clown who wants to be president #youcantdoit #MexicansAreChidos #SemST
0	If @Macys wants to try to stall this country's progress that's their prerogative but I'm done shopping there #BadBusiness #SemST
0	@TIMENOUT @TIB2016 @AlanColmes is a prime example of a #LobotomizedLiberal. #SemST
0	@realDonaldTrump You go get em Donald! The real folks are with you 110% #SemST
0	I would be so embarrassed if @realDonaldTrump were my dad. My dad was #conservative #Marine but not stupid or unkind. #yuck #SemST
0	I wonder if Trump's campaign manager is still just drinking or have they moved on to harder stuff. #SemST
0	Oreo frappie from Mcdonalds is the morning beverage of Champions.#wakeandbake #McDonalds #SemST
0	@McAndles1 @OldRowRumors Hoobastank goes against Christ. Shame #SemST
0	@CarlaChamorros Grassley should know Hilliary answers to no one!!!!!! #SemST
0	@loudobbsnews Don't you just love that truth is now called controversial comments?! Has this country fallen that low?! #SemST
0	Dear Republicans: Please nominate Donald Trump. The reminder that people like him exist will do wonders for the progressive cause #SemST
0	@realDonaldTrump @LadyPatriot777 @Macys lousy merchandise made in China !!!!!!! #SemST
0	@realDonaldTrump First sentence a must, but he'll NEVER be my President. #Truth will be revealed. He's an Indonesian citizen. #SemST
1	Everything Donald Trump said was 100% true though. #SemST
1	Conflict is a vehicle for change! Ask @realDonaldTrump Trump becoming a front runner. #USA #leadership #SemST
0	@realDonaldTrump you work on the Mexican wall and I will focus on the Canadian wall!! #trueenemy #Christie2016 #SemST
1	@realDonaldTrump @PamplinFilmCo We needs some Ballz back in the WH.. #SemST
1	@realDonaldTrump Its admirable how you're willing to lose sponsors for the greater good. We've longed for voice like yours! #SemST
0	@realDonaldTrump you're not playing to win this = #SemST
1	TY Michael @ASavageNation "I'd do anything to help him; he's right, he's telling the truth" @realDonaldTrump #BoycottMacys #SemST
0	Stop thinking you can walk around talking reckless in the end it will bite you in the ass #Dontjudgeme #SemST
1	I'm voting for Donald Trump this election #waitonit #SemST
0	Clearly @realDonaldTrump has very good finance people because his shocking racist comments proves he not an intelligent human! #SemST
0	@realDonaldTrump fuck you racist ass bitch. Go fuck yourself #SemST
1	@thehill @greta @realDonaldTrump Now You Know The Left Is Afraid Of A Executive Over Politicians < Hang In There Donald #SemST
1	GOP candidate predictions? America decides to play the Trump card and go with the man with the plan. #SemST
0	What does Ivana, NBC, Univision, Gemini's, and Macy's have in common? Answer: They all dropped #SemST
0	Corporate America showing there Asses, over #trump is just wrong! I am making note! #SemST
0	If there was such a thing as the "American" Hitler. Donald Trump would probably be that guy. #nationalism #SemST
1	#PrezTrump had a great week, he's the BIG news story, mission accomplished. #tcot #TeaParty #SemST
0	The way @realDonaldTrump is taking flak, he must be over the target. #SemST
1	This country needs a President to take control, cut through the BS, and speak the truth! #truthhurts @realDonaldTrump #SemST
1	Anyone who is against @realDonaldTrump 4 president, has no clue of his success and the potential of greatness he can do 4 us. #SemST
0	@business "@HillaryClinton can't even manage @billclinton and she wants to be @POTUS" #lol #OhHillNo #StopHillary2016 #SemST
1	Looking at presidential candidates, there is only one candidate, who can stand tall, and is all heads and shoulders. #Trump #SemST
1	@realDonaldTrump had a point and one the liberal media won't dare come close to! We have a fragile and wide open border! #SemST
1	@realDonaldTrump first time voting and I'm definitely voting for Trump #SemST
1	@realDonaldTrump people are scared to hear the truth and that's why they fear you. If you don't tell it like it is, no one will. #SemST
1	GRATE TWO SEE @realDonaldTrump GET TUFF ON BOARDER CONTROL! HAS MY VOTE IN 2016! #TCOT #ILLEGALSSTOLEJOBS #SemST
0	Wondering who is going to make your suites now. @realDonaldTrump Maybe the rapist and killers you speak about will. #SemST
1	@realDonaldTrump Any more campaign stops in Chicago anytime soon? Good luck! #SemST
1	@GreggJarrett @FoxNews @GeekGirl2u @realDonaldTrump will do fine with legal Latino voters. #MakeAmericaGreatAgain #SemST
1	Trump wasn't precise but he's no bigot. employs thousands. contributed millions to charity. And loves America.not corrupt.capable #SemST
1	@GOP it's time you recognize @realDonaldTrump . This movement is real. #MakeAmericaGreatAgain #SemST
1	@realDonaldTrump Favorites and retweets keep piling up for Trump! He's killing the other candidates! #SemST
0	#NothingMoreAmericanThan complaining about Mexicans when you've been marketing off their labor. #SemST
1	Le(a)nin left RT @uss_victory: @realDonaldTrump /#LongLiveLiberty; Better is a "#Capitalist" for President than a #Communist. #SemST
0	@nytpolitics and will stop Illegals from killing our citizens. #SemST
0	@realDonaldTrump the left should get off your back! By the LAW anyone that crosses the border illegally is a criminal. #SemST
0	Thanks to @realDonaldTrump our Hispanic community finally has woken up from the dead! #GovernmentAndPolitics #WhiteHouse #SemST
0	Important part of platform. Make it illegal to talk during #TrueDetective #GOP #Election2016 #SemST
0	I nominate Donald Trump for the new ambassador to Mexico. #Mexico #Tacos #SemST
0	The only reason people have a problem with @realDonaldTrump is because he speaks the truth, which offends the soft Americans. #SemST
0	@HomerWhite @BeauCards Illegal!!!!! DOJ,AG,law enforcement Hello anyone!!!!!! #SemST
0	Donald Trump is so crazy I'm scared if I was hanging with him he would think it would be okay to sell me back to slavery! #SemST
0	Hey hypocrites @Macys since u pull @realDonaldTrump merchandise from stores why dont u pull #racist #JAYZ CRAP #2FACEDLIBERALS #SemST
0	@realDonaldTrump comments about Mexicans where he said "somebody's doing the raping" Why do bigoted WM claim to be crime free? #SemST
0	Top 10 Questions at Declaration of Independence signing 8. Are all Mexicans rapists and murderers? #4thjuly #SemST
0	@RWSurferGirl it's not a racial tragedy nor an Islamic one either. Only patriots care for all. #SemST
0	@seanhannity @BobbyJindal He would be great Vp for Trump.. 2 of kind,#MakeAmericaGreatAgain , #SemST
0	Great interview with @BobbyJindal tonight! I can vote for this guy! #Hannity #lnyhbt #SemST
0	Witnessing the destruction of the #middleclass If you are black, white Hispanic, or any other creed support #Trump #usa #4thjuly #SemST
0	@marcorubio . Adios for your comments about @realDonaldTrump .. You are a disappointment. #SemST
0	@GeorgeTakei One of them might even be named #ClarenceThomas. #ApologizeTakei #SemST
0	Ez21:15 I have set the point of the sword against all their gates, that their heart may faint, n their ruins be multiplied: #SemST
0	Cashinin A Block) Terror&4th July, terrorists win? B) Trump v NBC, Univision, Macy's C) Cuba D) WhiteHouseLights FNC 1130aET #SemST
0	The clothing #Macys (made in Mexico&China) #NBC (Traders! #Sodomites!) #Univision (will pay!) #RollOn!!! @realDonaldTrump #wiyh #SemST
0	#DanaPerino is getting more snitful by the minute. Says Trump isn't believable, can't win. Hide&watch! #MakeAmericaGreatAgain #SemST
0	Trump and his comb over are gonna take over America #IndependenceDay #SemST
0	@ProfessorF You have plenty of phones, internet access, cars, TVs, houses, etc. all courtesy of taxpayers.. er.. government! #SemST
0	I love the Mexican people but they're smarter than us we MUST stop them! #SemST
0	Terrorist takes selfie post on media,USA bombs target, USA tells world how they did it so they they never have 2 repeat it. #SemST
0	@rodrickgibbons @ByronYork @geoffcaldwell Maybe if we make it a Toll Bridge, we may recoup some of the welfare payments! LOL #SemST
0	If Donald Trump is elected president I'm moving to Nunavut to get away from these retards #Trump #SemST
0	@JonathanHoenig @ericbolling Errant Vanity says up 2 USA about fighting ISIS, ? is choosing when/where ISIS decided we will #SemST
0	@realDonaldTrump let the haters run away. You can now see who you're true supporters are. #SemST
0	Liberalism is the politics of personal destruction! If Liberals can't win- they will lie & demonize! They are paid to attack! #SemST
0	Normalize relations with ISIS for our economy, @ericbolling would you do it? there is a line what we should do for money. #SemST
0	@tommyhubb @JonathanHoenig Obama sees everything through an anti-Colonial prism.Every move he makes degrades our nation.#Cashinin #SemST
0	Lighting that WH was so in your face to half of America, no class and so disrespectful.. #CashinIn #SemST
0	@ProfessorF @JessicaTarlov And deluded shows and "news" reporters are not?! #SemST
0	Donald trump is way better than ANY candidate out there. Because he's real, not a lobbyist backed puppet #Election2016 #SemST
0	@FNC_Ladies_Rule @MichelleFields @JonathanHoenig @JessicaTarlov Can't wait to get home and see the episode. #SemST
0	@realDonaldTrump has formed the "Racistublicans". The political party for old fat assholes. #Racistublicans #Republicans #SemST
0	Spending my fourth at taqueria with some homies. #murica #SemST
0	@DaGodfather907 @dare6626 Hope the rotten SOB don't choke :( #SemST
0	@HnstyNgov @FoxBusiness @realDonaldTrump Meanwhile no Democrat running has given anyone anywhere a job. Other Repubs just as bad. #SemST
0	@UPROXX good,, trumps speaking of illrgal immigrants,,, its her loss #SemST
0	NASCAR abandons Trump. Some good news to end my day with #Trump #SemST
0	@JonathanHoenig @realDonaldTrump @feldmaniac @Mediaite Support Americas future Boycott capitalist pig #SemST
0	@CindyReynolds I have to turn the channel, all I can do is stare at that nest on his head. #SemST
0	your so vain you probably....learn my winning blackjack approach start tweet#1... /71 #LIFEGOALS #RAP #soccer #July4 #SemST
0	trump slogan : THEN IMPEACH ME #continuedontheback : start learning your own god damned government and THEN WHY DONT U RUN #SemST
0	@realDonaldTrump don't care what anybody says. In November 2016, you will have my vote. Where can I get your bumper sticker?? #SemST
0	@johnnydollar01 @kilmeade That there can be complete #ASSHOLES like #SemST
0	Donald Trump stays roasting on Twitter #SemST
0	@FFRNNU Maybe #MSM should be talking more about this and less about flags and cakes. #SemST
0	Donald Trump is only saying what ALL the other 2016 GOP Presidential candidates are thinking! Bad things!! #GOP #Trump #POTUS #SemST
0	@TMZ trump a guy born with a silver spoon up his ass who has never done a hard days work in his life #DumpTrump #YoureFired #SemST
0	We need a man that will do the tough negotiations, say what needs to be said and forget the words politically correct. #thanks #SemST
0	@realDonaldTrump @ReillyCarole So he can outsource all our manufacturing to Mexico and China like he does his line. #hypocrite #SemST
0	@gerfingerpoken Please RT the #ImpeachObama art at the top of this thread, pinned on my page. #SemST
0	@Newsmax_Media I bet the @realDonaldTrump does. This man knows how to save our country w/o tiptoeing around, playing games. #SemST
0	@DannoHollister @D2243 @BreitbartNews It might be time for WE THE PEOPLE to declare Independence From the Federal Government! #SemST
0	@HuffingtonPost He probably DOES have facts! #SemST
0	Today & everyday I am proud to be an American. I'm honored to be apart of the best the world has to offer! #4thofJuly #SemST
0	@realDonaldTrump notice the @StopHillaryPAC didn't include you probly @KarlRove hiding behind a name again #Trump #trumpisright #SemST
0	@TuckerCarlson #GayMarriage is the "law of the land" yet #immigration law is ignored. Absurd! #LobotomizedLiberals #LiberalLogic #SemST
0	@JVER1 @tgradous @LVNancy I blame her death on the @potus he is directly responsible. He is pathetic. If i were her dad.... #SemST
0	......and some, I assume, are good people. #SemST
0	The more Big&Rich hates @realDonaldTrump The more Little&Poor follows him 3103K @HillaryClinton 3810K #Election2016 #Hillary2016 #SemST
0	@avocadofact only 2% of illegals work farm jobs #SemST
0	@DeeHoer420 That's right. CNN = LOSER. Anyone who has met Trump knows he is a down to earth compassionate gentlemanman. #SemST
