Target,Stance,Text
Biden,-1," Teksas, tıbbi acil durumlarda kürtajı zorunlu kıldığı gerekçesiyle Biden yönetimine dava açtı"
Biden,1," Biden, basit esrar bulundurmaya ilişkin tüm önceki federal suçları affedecek"
Biden,1," > Aslında, o Wall Street adamlarına ""hiçbir şey temelde değişmeyecek"" dediğinde, Biden'ın onları kandırdığını düşünüyorum. Bu alıntının bağlamı eksik. Onlara, vergilerini artıracağını ve hayatlarını temelden değiştirmeden daha fazla ödeme yapabileceklerini söylüyordu. Temel olarak, ""daha fazla vergi ödeyebilirsiniz ve hayatınızda temelde hiçbir şey değişmeyecek""ti."
Biden,1," Biden, Zelenskiy'i Beyaz Saray'da ağırlıyor."
Biden,0," Tamam, bu gifin başkan olması gerçekten hoşuma gitti"
Biden,1,Başkan Biden Ukrayna'ya Sürpriz Ziyaret Gerçekleştirdi
Biden,1, Adı Army One olurdu
Biden,1, Ama bunun birçok sorunu çözeceğini düşünüyorum!!
Biden,0," Yüksek Mahkeme, Biden'ın öğrenci borcu affı programını engelleme talebini reddetti"
Biden,0," Wisconsin'in şu anda tüm mor eyaletlerde olan aynı sorunu var: şehirler çoğunlukla liberal ve kırsal alanlar Trumpland. Seçim sonuçları bu gruplardan hangisinin ortaya çıkacağına bağlı. 2018'de Madison ve Milwaukee'deki yüksek katılım, Evers'a zaferini kazandıran şeydi."
Biden,1," Biden'ın konuşması işe yaradı: 10 Amerikalıdan yaklaşık 6'sı MAGA'nın demokrasi için bir tehdit olduğunu kabul ediyor. Biden'ın konuşmasının ters tepeceği yönündeki uyarılara rağmen, harekete geçirici bir etkisi oldu ve insanların uyanmasına yardımcı oluyor"
Biden,1, Bazı insanlar politik dünyada olup bitenlerden habersiz. Ben öyleydim. Ve bundan daha mutluydum. Trump her şeyi o kadar kötü yaptı ki uyanıp bilgi edinmek zorunda kaldım. Hala ona kızgınım çünkü asla mutlu cahilliğime geri dönemem. Birçok insanın da benzer şekilde uyanması gerekiyor.
Biden,1," Biden, öğrenci kredisi affının adil olmadığı yönündeki eleştirileri reddediyor ve yalnızca milyarlarca dolarlık işletme sahiplerinin vergi indirimi almasının adil olup olmadığını soruyor"
Biden,1, Biden Evlilik Saygısı Yasasını İmzaladı.
Biden,-1," Bu yasalar büyük ihtimalle anayasaya aykırıdır. Obergefell v Hodges davası devam ettiği sürece (ki bu garanti değil) tüm eyaletler eşcinsel çiftlere evlilik ruhsatı vermek zorunda. Eğer bozulursa, bu yasalara çeşitli düzeylerde itiraz etmek mümkün olacaktır. Temel olarak eyalet sınırlarını aşan her şeyi kapsayan eyaletler arası ticaret, federal hükümetin sıkı kontrolü altındadır. İnsanları eyaletlerinden ayrıldıkları için cezalandıracak eyaletler neredeyse kesinlikle federal yasayı aşmaktadır. İnsanları kendi eyaletinizle sınırlayamazsınız veya başka bir eyalette ""suç"" işlemiş birini yargılayamazsınız. Elbette bunların hepsi Yüksek Mahkeme'nin bunlarla *ilgilendiğini* varsayarsak, ki bu hala bir yazı tura. Bu tür emsalleri aktif olarak geçersiz kılmak çok olası görünmüyor. Cesurlar ve anayasaya uygunluğu pek umursamıyorlar. Ancak Sivil Haklar Yasası'nı aktif olarak bozacak kadar cesur olduklarını düşünmüyorum. Tanrıçalar, umarım bu konuda haklıyımdır"
Biden,1," Hayır. İşte fark burada. Biri kendi yollarını diğerine dayatmaya çalışıyor. Biri sadece o grubun kendi yollarını kendilerine dayatmasını engellemeye çalışıyor. Basitçe söylemek gerekirse; biri saldırgan, diğeri savunmacı. > Farklı ahlaki değerlere sahip iki grup insan için ortak bir yasa her zaman bir tarafın kendi değerlerini diğerine dayatması anlamına gelir. Hayır! Eğer olan tek şey kısıtlamaların kaldırılmasıysa hayır."
Biden,1, 2015'ten beri 50 eyaletin hepsinde yasal
Biden,1," Evet. Birçok insan boşanma oranlarının ne kadar yüksek olduğundan bahsediyor, ancak kadınların (ve erkeklerin) ayrılmanın skandal olacağı için kötü ve/veya taciz edici evliliklerde kalacaklarından da bahsetmiyor. Skandalları siktir edin, insanlar ne derse desin, her zaman sizin için doğru olanı yapın. (Çocuklarınız veya bakmakla yükümlü olduğunuz kişiler yoksa, bu durumda onlar önce gelir!)"
Biden,0," Ankete göre, yüzde 71'i Biden'ın yeniden aday olmasını istemiyor"
Biden,1," Sağlam aday. Düzenleme: Bu konu ilgi gördüğünden, bunun ücretli bir destek OLMADIĞINI açıkça belirtmek istiyorum."
Biden,1," Biden, Trump'ın ""başka tarafa bakması""nın ardından ""maliyetleri artıran"" ve öğrenci borçlarının artmasına neden olan üniversitelere karşı harekete geçeceğine söz verdi"
Biden,1," Okula gittiğimde, önümüzdeki dört yıl için garantili bir oran olduğunu söylediler. Harçlarımızın artmayacağına söz verdiler. Sonra ikinci sınıftayken arttı ve bize gidip kendimizi becermemizi söylediler."
Biden,0," Belki Yale öğrencilerinin sadece yarısı mali yardım alıyor, ancak öğrencilerinin %45'i gelir elde eden ailelerin en üst %5'inden geliyor. Bir öğrencinin ailesinin ortalama geliri her yıl 192 bin doların üzerinde. Ciddi olarak, Yale'in maliyetinin ülkemizin akademik kurumlarında yapılması gereken değişikliklerden bahsederken temelde hiçbir önemi yok."
Biden,0, Genç yetişkinler üniversitede olsun ya da olmasın kira ve yiyecek masraflarını ödemek zorunda kalacaklar. Bunu dahil etmek aptalca ve yanıltıcı.
Biden,0," Biden, tüm ABD çalışanlarına ücretli ebeveyn izni verilmesi için bir kez daha baskı yapıyor ve çocuklarının da ücretsiz evrensel okul öncesi eğitimden yararlanmasını istiyor"
